source_hint,annotation_id,objCls,sentence,description,related_genes,related_chemicals,location_display,gene_phenotype,metabolizers1,metabolizers2,polarity,significance,phenotype_categories,score,literature_title,literature_pmid,literature_doi,literature_year,query_gene,query_gene_id,query_drug,query_drug_id
data/guidelineAnnotation,PA166182822,Guideline Annotation,,,CYP2D6,atenolol,,,,,,,,,,,,,CYP2D6,PA128,paroxetine,PA450801
data/guidelineAnnotation,PA166182823,Guideline Annotation,,,CYP2D6,eliglustat,,,,,,,,,,,,,CYP2D6,PA128,paroxetine,PA450801
data/guidelineAnnotation,PA166182852,Guideline Annotation,,,CYP2D6,fluoxetine,,,,,,,,,,,,,CYP2D6,PA128,paroxetine,PA450801
data/guidelineAnnotation,PA166182854,Guideline Annotation,,,CYP2D6,quetiapine,,,,,,,,,,,,,CYP2D6,PA128,paroxetine,PA450801
data/guidelineAnnotation,PA166182855,Guideline Annotation,,,CYP2D6,sotalol,,,,,,,,,,,,,CYP2D6,PA128,paroxetine,PA450801
data/guidelineAnnotation,PA166184527,Guideline Annotation,,,CYP2D6,brexpiprazole,,,,,,,,,,,,,CYP2D6,PA128,paroxetine,PA450801
data/guidelineAnnotation,PA166202801,Guideline Annotation,,,CYP2D6,tamoxifen,,,,,,,,,,,,,CYP2D6,PA128,paroxetine,PA450801
data/guidelineAnnotation,PA166202701,Guideline Annotation,,,CYP2C19; CYP2D6,antidepressants,,,,,,,,,,,,,CYP2D6,PA128,paroxetine,PA450801
data/guidelineAnnotation,PA166228101,Guideline Annotation,,,CYP2D6,tramadol,,,,,,,,,,,,,CYP2D6,PA128,paroxetine,PA450801
data/guidelineAnnotation,PA166228022,Guideline Annotation,,,COMT; CYP2D6; OPRM1,methadone; oxycodone,,,,,,,,,,,,,CYP2D6,PA128,paroxetine,PA450801
data/guidelineAnnotation,PA166228121,Guideline Annotation,,,CYP2D6,hydrocodone,,,,,,,,,,,,,CYP2D6,PA128,paroxetine,PA450801
data/guidelineAnnotation,PA166288541,Guideline Annotation,,,CYP2D6,fluoxetine,,,,,,,,,,,,,CYP2D6,PA128,paroxetine,PA450801
data/guidelineAnnotation,PA166288201,Guideline Annotation,,,CYP2D6,venlafaxine,,,,,,,,,,,,,CYP2D6,PA128,paroxetine,PA450801
data/guidelineAnnotation,PA166288221,Guideline Annotation,,,CYP2D6,vortioxetine,,,,,,,,,,,,,CYP2D6,PA128,paroxetine,PA450801
data/guidelineAnnotation,PA166288561,Guideline Annotation,,,CYP2D6,duloxetine,,,,,,,,,,,,,CYP2D6,PA128,paroxetine,PA450801
data/guidelineAnnotation,PA166341341,Guideline Annotation,,,CYP2D6,acebutolol; betaxolol; bisoprolol; carvedilol; nebivolol; propranolol,,,,,,,,,,,,,CYP2D6,PA128,paroxetine,PA450801
data/guidelineAnnotation,PA166341321,Guideline Annotation,,,CYP2D6,metoprolol,,,,,,,,,,,,,CYP2D6,PA128,paroxetine,PA450801
data/guidelineAnnotation,PA166436281,Guideline Annotation,,,CYP2D6,dolasetron; palonosetron; ramosetron,,,,,,,,,,,,,CYP2D6,PA128,paroxetine,PA450801
data/guidelineAnnotation,PA166288601,Guideline Annotation,,,SLC6A4,citalopram; desvenlafaxine; duloxetine; escitalopram; fluoxetine; fluvoxamine; levomilnacipran; milnacipran; paroxetine; sertraline; venlafaxine; vilazodone; vortioxetine,,,,,,,,,,,,,CYP2D6,PA128,paroxetine,PA450801
data/guidelineAnnotation,PA166288582,Guideline Annotation,,,HTR2A,desvenlafaxine; duloxetine; fluoxetine; fluvoxamine; levomilnacipran; milnacipran; paroxetine; sertraline; venlafaxine; vilazodone; vortioxetine,,,,,,,,,,,,,CYP2D6,PA128,paroxetine,PA450801
data/guidelineAnnotation,PA166182842,Guideline Annotation,,,CYP2C9,warfarin,,,,,,,,,,,,,CYP2C9,PA126,warfarin,PA451906
data/guidelineAnnotation,PA166104949,Guideline Annotation,,,CYP2C9; CYP4F2; VKORC1,warfarin,,,,,,,,,,,,,CYP2C9,PA126,warfarin,PA451906
data/guidelineAnnotation,PA166170752,Guideline Annotation,,,CYP2C9; VKORC1,warfarin,,,,,,,,,,,,,CYP2C9,PA126,warfarin,PA451906
data/guidelineAnnotation,PA166202621,Guideline Annotation,,,CYP2C9; VKORC1,acenocoumarol; fluindione; warfarin,,,,,,,,,,,,,CYP2C9,PA126,warfarin,PA451906
data/guidelineAnnotation,PA166105004,Guideline Annotation,,,CYP2C9,phenprocoumon,,,,,,,,,,,,,CYP2C9,PA126,warfarin,PA451906
data/guidelineAnnotation,PA166192321,Guideline Annotation,,,CYP2C9,piroxicam,,,,,,,,,,,,,CYP2C9,PA126,warfarin,PA451906
data/guidelineAnnotation,PA166104971,Guideline Annotation,,,CYP2C9,gliclazide,,,,,,,,,,,,,CYP2C9,PA126,warfarin,PA451906
data/guidelineAnnotation,PA166104978,Guideline Annotation,,,CYP2C9,glimepiride,,,,,,,,,,,,,CYP2C9,PA126,warfarin,PA451906
data/guidelineAnnotation,PA166191841,Guideline Annotation,,,CYP2C9,celecoxib; flurbiprofen; ibuprofen; lornoxicam,,,,,,,,,,,,,CYP2C9,PA126,warfarin,PA451906
data/guidelineAnnotation,PA166104979,Guideline Annotation,,,CYP2C9,acenocoumarol,,,,,,,,,,,,,CYP2C9,PA126,warfarin,PA451906
data/guidelineAnnotation,PA166104953,Guideline Annotation,,,CYP2C9,glyburide,,,,,,,,,,,,,CYP2C9,PA126,warfarin,PA451906
data/guidelineAnnotation,PA166104986,Guideline Annotation,,,CYP2C9,tolbutamide,,,,,,,,,,,,,CYP2C9,PA126,warfarin,PA451906
data/guidelineAnnotation,PA166122806,Guideline Annotation,,,CYP2C9; HLA-B,fosphenytoin; phenytoin,,,,,,,,,,,,,CYP2C9,PA126,warfarin,PA451906
data/guidelineAnnotation,PA166104984,Guideline Annotation,,,CYP2C9,phenytoin,,,,,,,,,,,,,CYP2C9,PA126,warfarin,PA451906
data/guidelineAnnotation,PA166222201,Guideline Annotation,,,CYP2C9,aceclofenac; aspirin; diclofenac; dipyrone; indomethacin; lumiracoxib; nabumetone; naproxen,,,,,,,,,,,,,CYP2C9,PA126,warfarin,PA451906
data/guidelineAnnotation,PA166192301,Guideline Annotation,,,CYP2C9,meloxicam,,,,,,,,,,,,,CYP2C9,PA126,warfarin,PA451906
data/guidelineAnnotation,PA166192341,Guideline Annotation,,,CYP2C9,tenoxicam,,,,,,,,,,,,,CYP2C9,PA126,warfarin,PA451906
data/guidelineAnnotation,PA166262341,Guideline Annotation,,,CYP2C9; SLCO1B1,fluvastatin,,,,,,,,,,,,,CYP2C9,PA126,warfarin,PA451906
data/guidelineAnnotation,PA166211021,Guideline Annotation,,,CYP2C9,siponimod,,,,,,,,,,,,,CYP2C9,PA126,warfarin,PA451906
data/guidelineAnnotation,PA166182841,Guideline Annotation,,,VKORC1,warfarin,,,,,,,,,,,,,CYP2C9,PA126,warfarin,PA451906
data/guidelineAnnotation,PA166202481,Guideline Annotation,,,CYP3A4; CYP3A5,tacrolimus,,,,,,,,,,,,,CYP3A4,PA130,voriconazole,PA10233
data/guidelineAnnotation,PA166265202,Guideline Annotation,,,CYP3A4,paclitaxel,,,,,,,,,,,,,CYP3A4,PA130,voriconazole,PA10233
data/guidelineAnnotation,PA166265421,Guideline Annotation,,,CYP3A4,quetiapine,,,,,,,,,,,,,CYP3A4,PA130,voriconazole,PA10233
data/guidelineAnnotation,PA166273401,Guideline Annotation,,,CYP3A4; CYP3A5; HMGCR,atorvastatin; fluvastatin; lovastatin; pitavastatin; pravastatin; rosuvastatin; simvastatin,,,,,,,,,,,,,CYP3A4,PA130,voriconazole,PA10233
data/guidelineAnnotation,PA166161537,Guideline Annotation,,,CYP2C19,voriconazole,,,,,,,,,,,,,CYP3A4,PA130,voriconazole,PA10233
data/guidelineAnnotation,PA166257241,Guideline Annotation,,,CYP2C19,voriconazole,,,,,,,,,,,,,CYP3A4,PA130,voriconazole,PA10233
data/guidelineAnnotation,PA166104990,Guideline Annotation,,,CYP2C19,voriconazole,,,,,,,,,,,,,CYP3A4,PA130,voriconazole,PA10233
data/guidelineAnnotation,PA166265221,Guideline Annotation,,,CYP1A2,olanzapine,,,,,,,,,,,,,CYP1A2,PA27093,amitriptyline,PA448385
data/guidelineAnnotation,PA166265241,Guideline Annotation,,,CYP1A2,clozapine,,,,,,,,,,,,,CYP1A2,PA27093,amitriptyline,PA448385
data/guidelineAnnotation,PA166104982,Guideline Annotation,,,CYP2D6,amitriptyline,,,,,,,,,,,,,CYP1A2,PA27093,amitriptyline,PA448385
data/guidelineAnnotation,PA166184526,Guideline Annotation,,,CYP2C19,amitriptyline,,,,,,,,,,,,,CYP1A2,PA27093,amitriptyline,PA448385
data/guidelineAnnotation,PA166105006,Guideline Annotation,,,CYP2C19; CYP2D6,amitriptyline,,,,,,,,,,,,,CYP1A2,PA27093,amitriptyline,PA448385
